#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 01 09 21 00 300 10.0 12.0   3.2    14    MM  MM 1004.9   8.0   8.5    MM   MM +1.0    MM
2018 01 09 20 00 300  8.0 10.0   3.3    10    MM  MM 1004.7   8.0   8.5    MM   MM +1.3    MM
2018 01 09 19 00 300 10.0 12.0   3.1    14    MM  MM 1004.6   8.0   8.5    MM   MM +1.9    MM
2018 01 09 18 00 310 10.0 12.0   3.2    14    MM  MM 1003.9   8.0   8.6    MM   MM +1.4    MM
2018 01 09 17 00 290 10.0 12.0   3.2    11    MM  MM 1003.4   8.0   8.6    MM   MM +1.3    MM
2018 01 09 16 00 300 10.0 13.0   3.0    14    MM  MM 1002.7   7.9   8.6    MM   MM +1.3    MM
2018 01 09 15 00 300 10.0 13.0   3.2    12    MM  MM 1002.5   7.9   8.6    MM   MM +1.2    MM
2018 01 09 14 00 310  9.0 11.0   3.1    13    MM  MM 1002.1   7.5   8.6    MM   MM +0.7    MM
2018 01 09 13 00 300 10.0 13.0   2.7    12    MM  MM 1001.4   7.6   8.6    MM   MM +0.5    MM
2018 01 09 12 00 290 10.0 12.0   2.8    12    MM  MM 1001.3   7.2   8.6    MM   MM +0.6    MM
2018 01 09 11 00 290  7.0  9.0   2.8    12    MM  MM 1001.4   7.4   8.6    MM   MM +0.9    MM
2018 01 09 10 00 300  7.0  9.0   2.8    12    MM  MM 1000.9   7.5   8.7    MM   MM +0.7    MM
2018 01 09 09 00 300  9.0 11.0   3.1    14    MM  MM 1000.7   7.5   8.7    MM   MM +0.5    MM
2018 01 09 08 00 300 10.0 12.0   2.9    11    MM  MM 1000.5   7.2   8.7    MM   MM -0.1    MM
2018 01 09 07 00 290 10.0 12.0   3.0    12    MM  MM 1000.2   7.8   8.7    MM   MM -0.8    MM
2018 01 09 06 00 240  4.0  5.0   2.9    14    MM  MM 1000.2   8.5   8.7    MM   MM -1.3    MM
2018 01 09 05 00 200  4.0  5.0   3.1    13    MM  MM 1000.6   8.1   8.7    MM   MM -1.4    MM
2018 01 09 04 00 170  4.0  6.0   3.0    10    MM  MM 1001.0   7.8   8.6    MM   MM -1.6    MM
2018 01 09 03 00 180  4.0  5.0   3.1    12    MM  MM 1001.5   7.6   8.6    MM   MM -1.7    MM
2018 01 09 02 00 130  7.0 11.0   3.3    14    MM  MM 1002.0   8.6   8.6    MM   MM -1.9    MM
2018 01 09 01 00 120  9.0 12.0   3.2    10    MM  MM 1002.6   8.4   8.6    MM   MM -1.7    MM
2018 01 09 00 00 130  9.0 12.0   3.4    14    MM  MM 1003.2   8.4   8.7    MM   MM -1.7    MM
2018 01 08 23 00 130  8.0 10.0   3.4    14    MM  MM 1003.9   8.5   8.7    MM   MM -2.2    MM
2018 01 08 22 00 110  7.0 10.0   3.5    11    MM  MM 1004.3   8.3   8.7    MM   MM -2.6    MM
2018 01 08 21 00 120 10.0 12.0   3.3    13    MM  MM 1004.9   8.4   8.7    MM   MM -3.1    MM
2018 01 08 20 00  70  7.0 10.0   3.1    14    MM  MM 1006.1   8.2   8.7    MM   MM -2.0    MM
2018 01 08 19 00 100  8.0 11.0   3.0    12    MM  MM 1006.9   8.5   8.8    MM   MM -1.2    MM
2018 01 08 18 00 120  4.0  6.0   3.2    11    MM  MM 1008.0   8.8   8.8    MM   MM -0.5    MM
2018 01 08 17 00  60  2.0  4.0   3.1    11    MM  MM 1008.1   8.2   8.8    MM   MM -0.6    MM
2018 01 08 16 00  90  3.0  6.0   3.1    10    MM  MM 1008.1   8.1   9.1    MM   MM -0.9    MM
2018 01 08 15 00  90  2.0  4.0   3.1    10    MM  MM 1008.5   8.8   9.2    MM   MM -0.8    MM
2018 01 08 14 00 120  2.0  3.0   3.3    11    MM  MM 1008.7   8.7   9.1    MM   MM -1.1    MM
2018 01 08 13 00 120  2.0  3.0   3.3    10    MM  MM 1009.0   8.7   9.0    MM   MM -0.9    MM
2018 01 08 12 00 120  2.0  2.0   3.3    10    MM  MM 1009.3   8.7   9.0    MM   MM -0.7    MM
2018 01 08 11 00 150  1.0  2.0   3.4    10    MM  MM 1009.8   8.6   9.0    MM   MM -0.6    MM
2018 01 08 10 00 170  2.0  3.0   3.5    11    MM  MM 1009.9   8.5   9.0    MM   MM -1.1    MM
2018 01 08 09 00 200  3.0  4.0   3.6    10    MM  MM 1010.0   8.6   9.1    MM   MM +0.0    MM
2018 01 08 08 00 190  3.0  4.0   3.8    10    MM  MM 1010.4   9.2   9.1    MM   MM +0.6    MM
2018 01 08 07 00 220  2.0  5.0   3.5     9    MM  MM 1011.0   9.2   9.2    MM   MM +1.3    MM
2018 01 08 06 00 180  3.0  4.0   3.9    11    MM  MM 1010.0   9.0   9.1    MM   MM +0.6    MM
2018 01 08 05 00 180  4.0  5.0   3.9    10    MM  MM 1009.8   8.7   9.0    MM   MM +1.0    MM
2018 01 08 04 00 170  4.0  5.0   4.0    11    MM  MM 1009.7   8.6   9.0    MM   MM +1.2    MM
2018 01 08 03 00 160  4.0  5.0   4.2    10    MM  MM 1009.4   8.9   9.0    MM   MM +1.0    MM
2018 01 08 02 00 150  7.0  9.0   4.3    10    MM  MM 1008.8   9.4   8.9    MM   MM +0.5    MM
2018 01 08 01 00 140 11.0 14.0   4.3    11    MM  MM 1008.5   9.0   8.9    MM   MM +0.0    MM
2018 01 08 00 00 140 11.0 14.0   4.3    10    MM  MM 1008.4   9.2   8.9    MM   MM -0.6    MM
2018 01 07 23 00 140 12.0 16.0   4.6    11    MM  MM 1008.3   9.2   8.9    MM   MM -1.6    MM
2018 01 07 22 00 140 13.0 16.0   4.7    10    MM  MM 1008.5   9.0   8.9    MM   MM -2.3    MM
2018 01 07 21 00 120 14.0 17.0   4.6    11    MM  MM 1009.0   8.4   8.8    MM   MM -2.2    MM
2018 01 07 20 00 120 14.0 19.0   5.0    10    MM  MM 1009.9   7.9   8.8    MM   MM -1.6    MM
2018 01 07 19 00 120 15.0 19.0   4.8     8    MM  MM 1010.8   7.6   8.7    MM   MM -1.3    MM
2018 01 07 18 00 120 16.0 18.0   4.5     8    MM  MM 1011.2   7.5   8.7    MM   MM -1.2    MM
2018 01 07 17 00 120 15.0 18.0   3.9     7    MM  MM 1011.5   7.4   8.7    MM   MM -2.0    MM
2018 01 07 16 00 120 14.0 18.0   3.7     8    MM  MM 1012.1   7.3   8.7    MM   MM -2.2    MM
2018 01 07 15 00 120 14.0 17.0   3.5     7    MM  MM 1012.4   7.5   8.6    MM   MM -2.7    MM
2018 01 07 14 00 110 14.0 17.0   2.9     7    MM  MM 1013.5   7.3   8.5    MM   MM -2.9    MM
2018 01 07 13 00 120 12.0 16.0   2.6     6    MM  MM 1014.3   7.4   8.5    MM   MM -3.3    MM
2018 01 07 12 00 100 13.0 16.0   2.3     5    MM  MM 1015.1   7.3   8.4    MM   MM -3.3    MM
2018 01 07 11 00 110 13.0 17.0   2.1     5    MM  MM 1016.4   7.3   8.4    MM   MM -3.0    MM
2018 01 07 10 00 120 12.0 14.0   1.9     5    MM  MM 1017.6   7.4   8.4    MM   MM -2.4    MM
2018 01 07 09 00 120 11.0 13.0   1.8     4    MM  MM 1018.4   7.3   8.5    MM   MM -2.1    MM
2018 01 07 08 00 120 11.0 13.0   1.6     9    MM  MM 1019.4   7.3   8.5    MM   MM -1.4    MM
2018 01 07 07 00 120  9.0 11.0   1.6    12    MM  MM 1020.0   7.4   8.6    MM   MM -1.7    MM
2018 01 07 06 00 140 10.0 11.0   1.7    12    MM  MM 1020.5   7.4   8.7    MM   MM -1.4    MM
2018 01 07 05 00 130  8.0 10.0   1.7    11    MM  MM 1020.8   7.5   8.8    MM   MM -1.5    MM
2018 01 07 04 00 150  7.0  9.0   1.8    12    MM  MM 1021.7   7.6   8.8    MM   MM -1.0    MM
2018 01 07 03 00 150  5.0  7.0   2.1    11    MM  MM 1021.9   8.0   8.8    MM   MM -1.4    MM
2018 01 07 02 00 120  5.0  7.0   1.9    11    MM  MM 1022.3   7.6   8.8    MM   MM -1.1    MM
2018 01 07 01 00 120  6.0 10.0   2.3    11    MM  MM 1022.7   7.8   8.8    MM   MM -1.0    MM
2018 01 07 00 00 120  4.0  5.0   2.5    12    MM  MM 1023.3   8.0   8.8    MM   MM -0.7    MM
2018 01 06 23 00 110  3.0  4.0   2.6    11    MM  MM 1023.4   7.7   8.8    MM   MM -1.1    MM
2018 01 06 22 00 150  3.0  4.0   2.8    10    MM  MM 1023.7   7.3   8.8    MM   MM -1.1    MM
2018 01 06 21 00 240  3.0  5.0   3.0    12    MM  MM 1024.0   7.1   8.8    MM   MM -0.6    MM
2018 01 06 20 00 230  7.0  9.0   2.8    11    MM  MM 1024.5   7.5   8.8    MM   MM +0.8    MM
2018 01 06 19 00 250  5.0  6.0   2.9    12    MM  MM 1024.8   8.3   8.8    MM   MM +2.0    MM
2018 01 06 18 00 260  6.0  7.0   2.8    10    MM  MM 1024.6   8.3   8.8    MM   MM +2.4    MM
2018 01 06 17 00 260  6.0  7.0   3.1    11    MM  MM 1023.7   8.3   8.7    MM   MM +2.2    MM
2018 01 06 16 00 270  5.0  7.0   3.0    12    MM  MM 1022.8   8.2   8.8    MM   MM +1.9    MM
2018 01 06 15 00 270  6.0  8.0   3.3    12    MM  MM 1022.2   8.2   8.7    MM   MM +1.6    MM
2018 01 06 14 00 300  7.0  8.0   3.7    12    MM  MM 1021.5   8.2   8.8    MM   MM +1.4    MM
2018 01 06 13 00 300  8.0 10.0   3.5    11    MM  MM 1020.9   8.3   8.7    MM   MM +1.4    MM
2018 01 06 12 00 290  9.0 12.0   3.5    12    MM  MM 1020.6   8.2   8.7    MM   MM +1.3    MM
2018 01 06 11 00 300 10.0 12.0   3.7    11    MM  MM 1020.1   8.2   8.8    MM   MM +1.7    MM
2018 01 06 10 00 300 10.0 13.0   3.8    11    MM  MM 1019.5   8.3   8.8    MM   MM +1.4    MM
2018 01 06 09 00 300 11.0 14.0   3.6    10    MM  MM 1019.3   8.4   8.8    MM   MM +1.9    MM
2018 01 06 08 00 300 11.0 14.0   3.6    12    MM  MM 1018.4   8.3   8.9    MM   MM +2.2    MM
2018 01 06 07 00 300 10.0 11.0   3.1    13    MM  MM 1018.1   8.4   8.9    MM   MM +2.1    MM
2018 01 06 06 00 290 11.0 13.0   3.0    12    MM  MM 1017.4   8.3   8.9    MM   MM +2.3    MM
2018 01 06 05 00 290 10.0 12.0   2.8    13    MM  MM 1016.2   8.3   8.9    MM   MM +1.6    MM
2018 01 06 04 00 290 11.0 13.0   2.7    11    MM  MM 1016.0   8.3   8.9    MM   MM +1.8    MM
2018 01 06 03 00 290 10.0 13.0   2.6    12    MM  MM 1015.1   8.4   8.9    MM   MM +1.3    MM
2018 01 06 02 00 300 10.0 12.0   2.6    12    MM  MM 1014.6   7.9   9.0    MM   MM +1.5    MM
2018 01 06 01 00 300 10.0 12.0   2.6     6    MM  MM 1014.2   7.6   9.1    MM   MM +2.2    MM
2018 01 06 00 00 310 11.0 13.0   2.6     6    MM  MM 1013.8   7.5   9.1    MM   MM +2.0    MM
2018 01 05 23 00 310 11.0 13.0   2.5     6    MM  MM 1013.1   7.9   9.2    MM   MM +1.4    MM
2018 01 05 22 00 310 11.0 14.0   2.5     5    MM  MM 1012.0   7.6   9.2    MM   MM +0.4    MM
2018 01 05 21 00 310 12.0 14.0   2.3     6    MM  MM 1011.8   7.3   9.2    MM   MM +0.4    MM
2018 01 05 20 00 320 11.0 14.0   2.3    12    MM  MM 1011.7   7.3   9.2    MM   MM +0.6    MM
2018 01 05 19 00 310 11.0 15.0   2.2    14    MM  MM 1011.6   7.6   9.2    MM   MM +1.1    MM
2018 01 05 18 00 120  7.0  8.0   2.4    10    MM  MM 1011.4   9.1   9.3    MM   MM +1.0    MM
2018 01 05 17 00 120  7.0  8.0   2.5    12    MM  MM 1011.1   9.5   9.3    MM   MM +1.0    MM
2018 01 05 16 00 140  8.0 10.0   2.5    10    MM  MM 1010.5   9.7   9.3    MM   MM +0.6    MM
2018 01 05 15 00 140  8.0 10.0   2.6    12    MM  MM 1010.4   9.7   9.3    MM   MM +0.5    MM
2018 01 05 14 00 150  8.0 10.0   2.5    12    MM  MM 1010.1   9.9   9.2    MM   MM +0.0    MM
2018 01 05 13 00 120  9.0 11.0   2.7     7    MM  MM 1009.9   9.2   9.2    MM   MM -0.3    MM
2018 01 05 12 00 120 11.0 14.0   2.7     7    MM  MM 1009.9   8.7   9.2    MM   MM -0.4    MM
2018 01 05 11 00 110 11.0 14.0   2.7    12    MM  MM 1010.1   8.5   9.2    MM   MM -0.7    MM
2018 01 05 10 00 110 12.0 14.0   2.4    12    MM  MM 1010.2   8.3   9.1    MM   MM -1.1    MM
2018 01 05 09 00 100 12.0 14.0   2.4    14    MM  MM 1010.3   8.2   9.0    MM   MM -1.0    MM
2018 01 05 08 00 100 11.0 14.0   2.5    13    MM  MM 1010.8   8.0   9.0    MM   MM -0.7    MM
2018 01 05 07 00 100 12.0 14.0   2.4    14    MM  MM 1011.3   7.9   9.0    MM   MM -0.2    MM
2018 01 05 06 00 100 12.0 14.0   2.4    12    MM  MM 1011.3   7.9   9.0    MM   MM -0.3    MM
2018 01 05 05 00 100 12.0 15.0   2.4    14    MM  MM 1011.5   7.9   9.0    MM   MM -0.1    MM
2018 01 05 04 00 100 12.0 15.0   2.5    12    MM  MM 1011.5   7.7   9.1    MM   MM +0.1    MM
2018 01 05 03 00 100 12.0 15.0   2.5    13    MM  MM 1011.6   7.7   9.1    MM   MM +0.0    MM
2018 01 05 02 00 100 12.0 14.0   2.4    12    MM  MM 1011.6   7.8   9.2    MM   MM -0.1    MM
2018 01 05 01 00 100 12.0 15.0   2.3    14    MM  MM 1011.4   8.2   9.2    MM   MM -0.1    MM
2018 01 05 00 00 100 11.0 13.0   2.2    13    MM  MM 1011.6   8.4   9.3    MM   MM +0.0    MM
2018 01 04 23 00 110 11.0 13.0   2.2    14    MM  MM 1011.7   8.5   9.3    MM   MM -0.7    MM
2018 01 04 22 00 110 12.0 14.0   2.2    13    MM  MM 1011.5   8.4   9.3    MM   MM -1.7    MM
2018 01 04 21 00 100 11.0 13.0   2.3    13    MM  MM 1011.6   8.5   9.4    MM   MM -2.1    MM
2018 01 04 20 00 100 10.0 13.0   2.4    14    MM  MM 1012.4   8.6   9.4    MM   MM -1.0    MM
2018 01 04 19 00 100 10.0 12.0   2.3    14    MM  MM 1013.2   8.7   9.4    MM   MM -0.2    MM
2018 01 04 18 00 110 10.0 12.0   2.4    14    MM  MM 1013.7   8.5   9.3    MM   MM +0.3    MM
2018 01 04 17 00 110 10.0 13.0   2.6    14    MM  MM 1013.4   8.6   9.3    MM   MM +0.2    MM
2018 01 04 16 00 110 10.0 13.0   2.5    13    MM  MM 1013.4   8.6   9.3    MM   MM +0.4    MM
2018 01 04 15 00 110 10.0 13.0   2.6    14    MM  MM 1013.4   8.6   9.3    MM   MM -0.1    MM
2018 01 04 14 00 110 11.0 14.0   2.7    14    MM  MM 1013.2   8.5   9.3    MM   MM -0.1    MM
2018 01 04 13 00 110 11.0 14.0   3.0    14    MM  MM 1013.0   8.4   9.3    MM   MM -0.6    MM
2018 01 04 12 00 120 10.0 13.0   2.7    13    MM  MM 1013.5   8.5   9.3    MM   MM -0.1    MM
2018 01 04 11 00 120 10.0 13.0   2.9    14    MM  MM 1013.3   8.5   9.4    MM   MM -0.8    MM
2018 01 04 10 00 120 11.0 14.0   3.1    15    MM  MM 1013.6   8.4   9.4    MM   MM -0.7    MM
2018 01 04 09 00 130 10.0 13.0   3.1    16    MM  MM 1013.6   8.4   9.5    MM   MM -0.9    MM
2018 01 04 08 00 120 10.0 12.0   2.8    14    MM  MM 1014.1   8.3   9.4    MM   MM -0.9    MM
2018 01 04 07 00 120  9.0 12.0   3.1    16    MM  MM 1014.3   8.4   8.8    MM   MM -1.4    MM
2018 01 04 06 00 110  9.0 12.0   3.5    14    MM  MM 1014.5   8.3   8.5    MM   MM -1.7    MM
2018 01 04 05 00 110  8.0 11.0   3.2    15    MM  MM 1015.0   8.4   8.4    MM   MM -1.3    MM
2018 01 04 04 00 120  8.0 10.0   3.1    16    MM  MM 1015.7   8.6   8.5    MM   MM -1.0    MM
2018 01 04 03 00 110  7.0 10.0   3.3    14    MM  MM 1016.2   8.3   8.6    MM   MM -0.4    MM
2018 01 04 02 00 100  7.0  9.0   3.4    15    MM  MM 1016.3   8.3   8.6    MM   MM -1.1    MM
2018 01 04 01 00 110  6.0  9.0   2.5    14    MM  MM 1016.7   8.4   8.7    MM   MM -0.7    MM
2018 01 04 00 00 100  7.0 10.0   2.9    15    MM  MM 1016.6   8.1   8.8    MM   MM -1.6    MM
2018 01 03 23 00 110  6.0  9.0   3.0    16    MM  MM 1017.4   8.3   8.8    MM   MM -1.9    MM
2018 01 03 22 00 110  7.0 10.0   2.8    16    MM  MM 1017.4   8.1   8.8    MM   MM -2.9    MM
2018 01 03 21 00 100  8.0 10.0   3.2    16    MM  MM 1018.2   8.0   8.9    MM   MM -2.4    MM
2018 01 03 20 00 110  7.0  9.0   2.8    14    MM  MM 1019.3   7.9   9.2    MM   MM -1.8    MM
2018 01 03 19 00 120  6.0  8.0   3.2    15    MM  MM 1020.3   7.7   9.2    MM   MM -0.9    MM
2018 01 03 18 00 100  6.0  9.0   3.1    15    MM  MM 1020.6   8.0   9.2    MM   MM -1.1    MM
2018 01 03 17 00 110  7.0 10.0   3.4    15    MM  MM 1021.1   7.9   9.2    MM   MM -0.8    MM
2018 01 03 16 00 100  7.0 10.0   3.8    14    MM  MM 1021.2   7.8   9.2    MM   MM -0.5    MM
2018 01 03 15 00 100  7.0  9.0   3.3    14    MM  MM 1021.7   7.8   9.2    MM   MM -0.6    MM
2018 01 03 14 00 120  7.0  8.0   3.0    14    MM  MM 1021.9   7.7   9.2    MM   MM -0.9    MM
2018 01 03 13 00 110  6.0  8.0   2.7    15    MM  MM 1021.7   7.6   9.2    MM   MM -1.4    MM
2018 01 03 12 00 110  7.0  8.0   2.5    14    MM  MM 1022.3   7.7   9.2    MM   MM -0.7    MM
2018 01 03 11 00 110  7.0  9.0   2.3    12    MM  MM 1022.8   7.9   9.1    MM   MM -0.4    MM
2018 01 03 10 00 100  7.0  9.0   2.4    12    MM  MM 1023.1   7.9   9.0    MM   MM -0.1    MM
2018 01 03 09 00 110  7.0  9.0   2.4    13    MM  MM 1023.0   8.2   8.9    MM   MM -0.2    MM
2018 01 03 08 00 110  8.0 10.0   2.5    14    MM  MM 1023.2   8.0   8.9    MM   MM -0.3    MM
2018 01 03 07 00 110  8.0 10.0   2.6    12    MM  MM 1023.2   7.9   8.5    MM   MM -0.3    MM
2018 01 03 06 00 120  8.0 10.0   2.4    14    MM  MM 1023.2   7.8   8.5    MM   MM -0.3    MM
2018 01 03 05 00 110  8.0 10.0   2.3    12    MM  MM 1023.5   7.8   8.3    MM   MM -0.2    MM
2018 01 03 04 00 110  7.0  9.0   2.3    13    MM  MM 1023.5   7.8   8.3    MM   MM -0.2    MM
2018 01 03 03 00 120  7.0  9.0   2.4    12    MM  MM 1023.5   7.7   8.3    MM   MM -0.7    MM
2018 01 03 02 00 100  7.0  9.0   2.3    12    MM  MM 1023.7   7.8   8.3    MM   MM -0.8    MM
2018 01 03 01 00 100  8.0 10.0   2.3    12    MM  MM 1023.7   7.7   8.3    MM   MM -0.6    MM
2018 01 03 00 00 110  8.0 10.0   2.3    12    MM  MM 1024.2   7.7   8.3    MM   MM -0.8    MM
2018 01 02 23 00 120  8.0 10.0   1.9    12    MM  MM 1024.5   7.7   8.3    MM   MM -0.7    MM
2018 01 02 22 00 110  8.0 10.0   2.0    13    MM  MM 1024.3   7.6   8.2    MM   MM -1.6    MM
2018 01 02 21 00 110  8.0 10.0   2.1    13    MM  MM 1025.0   7.5   8.2    MM   MM -1.4    MM
2018 01 02 20 00 110  8.0 10.0   2.2    13    MM  MM 1025.2   7.4   8.2    MM   MM -0.9    MM
2018 01 02 19 00 110  8.0 10.0   2.0    14    MM  MM 1025.9   7.5   8.2    MM   MM -0.6    MM
2018 01 02 18 00 110  8.0 10.0   2.1    13    MM  MM 1026.4   7.6   8.2    MM   MM -0.4    MM
2018 01 02 17 00 100  9.0 11.0   2.1    14    MM  MM 1026.1   7.6   8.2    MM   MM -0.8    MM
2018 01 02 16 00 110  8.0  9.0   2.0    13    MM  MM 1026.5   7.7   8.2    MM   MM -0.5    MM
2018 01 02 15 00 120  8.0 10.0   2.1    14    MM  MM 1026.8   7.6   8.2    MM   MM -0.9    MM
2018 01 02 14 00 100  8.0 10.0   2.1    12    MM  MM 1026.9   7.4   8.1    MM   MM -1.3    MM
2018 01 02 13 00 100  8.0  9.0   1.9    13    MM  MM 1027.0   7.5   8.1    MM   MM -1.6    MM
2018 01 02 12 00 100  7.0  9.0   2.1    12    MM  MM 1027.7   7.1   8.1    MM   MM -1.0    MM
2018 01 02 11 00  90  6.0  7.0   2.1    13    MM  MM 1028.2   6.9   8.1    MM   MM -0.7    MM
2018 01 02 10 00 100  6.0  8.0   2.1    12    MM  MM 1028.6   7.4   8.1    MM   MM -0.3    MM
2018 01 02 09 00  90  7.0  9.0   2.1    13    MM  MM 1028.7   7.2   8.2    MM   MM +0.0    MM
2018 01 02 08 00 100  7.0  9.0   2.1    12    MM  MM 1028.9   7.4   8.3    MM   MM +0.3    MM
2018 01 02 07 00 100  7.0  9.0   2.1    13    MM  MM 1028.9   7.2   8.3    MM   MM +0.5    MM
2018 01 02 06 00 100  6.0  7.0   2.1    14    MM  MM 1028.7   7.2   8.3    MM   MM -0.4    MM
2018 01 02 05 00  80  6.0  7.0   1.9    14    MM  MM 1028.6   7.2   8.2    MM   MM -0.8    MM
2018 01 02 04 00 100  8.0 10.0   2.0    14    MM  MM 1028.4   7.5   8.2    MM   MM -1.1    MM
2018 01 02 03 00 100  7.0  9.0   1.9    14    MM  MM 1029.1   7.3   8.1    MM   MM -0.2    MM
2018 01 02 02 00 100  6.0  7.0   2.0    14    MM  MM 1029.4   7.3   8.1    MM   MM +0.8    MM
2018 01 02 01 00 100  6.0  7.0   2.0    14    MM  MM 1029.5   7.1   8.2    MM   MM +0.9    MM
2018 01 02 00 00 100  6.0  8.0   2.1    14    MM  MM 1029.3   7.0   8.2    MM   MM +0.3    MM
2018 01 01 23 00 100  8.0  9.0   1.8    15    MM  MM 1028.6   7.1   8.2    MM   MM -0.5    MM
2018 01 01 22 00 100  7.0  8.0   2.1    14    MM  MM 1028.6   7.0   8.3    MM   MM -0.4    MM
2018 01 01 21 00 100  6.0  8.0   2.1    15    MM  MM 1029.0   6.7   8.3    MM   MM -0.1    MM
2018 01 01 20 00 100  7.0  9.0   2.2    14    MM  MM 1029.1   6.6   8.3    MM   MM +0.7    MM
2018 01 01 19 00 110  8.0  9.0   2.3    14    MM  MM 1029.0   6.5   8.3    MM   MM +1.5    MM
2018 01 01 18 00 100  8.0 10.0   2.2    14    MM  MM 1029.1   6.8   8.3    MM   MM +1.9    MM
2018 01 01 17 00 100  8.0 10.0   2.2    14    MM  MM 1028.4   6.5   8.3    MM   MM +1.1    MM
2018 01 01 16 00 100  9.0 11.0   1.9    14    MM  MM 1027.5   6.4   8.3    MM   MM +0.3    MM
2018 01 01 15 00 100  9.0 11.0   1.8    14    MM  MM 1027.2   6.4   8.3    MM   MM +0.6    MM
2018 01 01 14 00 110  9.0 10.0   1.4    14    MM  MM 1027.3   6.3   8.3    MM   MM +1.0    MM
2018 01 01 13 00 100  7.0  8.0   1.4     6    MM  MM 1027.2   6.3   8.2    MM   MM +1.5    MM
2018 01 01 12 00 100  7.0  9.0   1.4    15    MM  MM 1026.6   6.0   8.2    MM   MM +1.5    MM
2018 01 01 11 00 100  7.0  8.0   1.4     6    MM  MM 1026.3   6.0   8.2    MM   MM +1.3    MM
2018 01 01 10 00  90  8.0  9.0   1.3     6    MM  MM 1025.7   6.2   8.2    MM   MM +1.1    MM
2018 01 01 09 00 100  8.0  9.0   1.3     6    MM  MM 1025.1   6.1   8.2    MM   MM +0.7    MM
2018 01 01 08 00 100  8.0  9.0   1.3     6    MM  MM 1025.0   6.2   8.2    MM   MM +0.9    MM
2018 01 01 07 00  90  8.0  9.0   1.4     6    MM  MM 1024.6   6.1   8.4    MM   MM +1.2    MM
2018 01 01 06 00 100  7.0  8.0   1.4     6    MM  MM 1024.4   6.2   8.4    MM   MM +1.0    MM
2018 01 01 05 00  90  6.0  7.0   1.4     6    MM  MM 1024.1   6.3   8.4    MM   MM +1.1    MM
2018 01 01 04 00 110  7.0  8.0   1.5     6    MM  MM 1023.4   6.7   8.4    MM   MM +0.5    MM
2018 01 01 03 00  90  7.0  8.0   1.5     6    MM  MM 1023.4   6.4   8.4    MM   MM +0.7    MM
2018 01 01 02 00 110  6.0  7.0   1.5     6    MM  MM 1023.0   6.5   8.4    MM   MM +0.2    MM
2018 01 01 01 00  90  7.0  9.0   1.4     8    MM  MM 1022.9   6.4   8.4    MM   MM +0.8    MM
2018 01 01 00 00  80  8.0  9.0   1.4     9    MM  MM 1022.7   6.3   8.4    MM   MM +0.4    MM
2017 12 31 22 00  90  8.0 10.0   1.5     6    MM  MM 1022.1   6.0   8.4    MM   MM -1.4    MM
2017 12 31 21 00  90 10.0 11.0   1.4    10    MM  MM 1022.3   5.8   8.3    MM   MM -1.7    MM
2017 12 31 20 00 100  8.0 10.0   1.5    10    MM  MM 1023.1   6.2   8.3    MM   MM -1.0    MM
2017 12 31 19 00  90  9.0 10.0   1.5    10    MM  MM 1023.5   5.9   8.3    MM   MM -0.8    MM
2017 12 31 18 00  90  9.0 10.0   1.4    10    MM  MM 1024.0   5.6   8.3    MM   MM -0.7    MM
2017 12 31 17 00  90  8.0  9.0   1.4    10    MM  MM 1024.1   5.5   8.3    MM   MM -1.1    MM
2017 12 31 16 00  80  6.0  7.0   1.4    10    MM  MM 1024.3   5.6   8.3    MM   MM -1.3    MM
2017 12 31 15 00  80  5.0  6.0   1.6    10    MM  MM 1024.7   5.5   8.3    MM   MM -1.0    MM
2017 12 31 14 00  80  5.0  6.0   1.7    10    MM  MM 1025.2   5.6   8.4    MM   MM -0.6    MM
2017 12 31 13 00  80  6.0  7.0   1.7    10    MM  MM 1025.6   5.7   8.4    MM   MM -0.1    MM
2017 12 31 12 00  80  8.0  9.0   1.8     8    MM  MM 1025.7   5.7   8.4    MM   MM -0.6    MM
2017 12 31 11 00  80  8.0 10.0   1.8    10    MM  MM 1025.8   6.0   8.4    MM   MM -0.4    MM
2017 12 31 10 00  90  9.0 11.0   2.0    10    MM  MM 1025.7   6.1   8.4    MM   MM -0.4    MM
2017 12 31 09 00 100  8.0 10.0   2.1     9    MM  MM 1026.3   6.4   8.5    MM   MM +0.4    MM
2017 12 31 08 00 100  8.0 11.0   1.9    11    MM  MM 1026.2   6.6   8.5    MM   MM +0.2    MM
2017 12 31 07 00 100  8.0 10.0   2.1     9    MM  MM 1026.1   6.8   8.5    MM   MM +0.2    MM
2017 12 31 06 00 100  8.0  9.0   2.1    11    MM  MM 1025.9   7.0   8.4    MM   MM +0.4    MM
2017 12 31 05 00 100  6.0  7.0   2.1    11    MM  MM 1026.0   7.2   8.4    MM   MM +0.5    MM
2017 12 31 04 00 100  5.0  6.0   2.0    11    MM  MM 1025.9   7.2   8.4    MM   MM +0.0    MM
2017 12 31 03 00 100  4.0  6.0   2.0     8    MM  MM 1025.5   7.3   8.4    MM   MM -0.2    MM
2017 12 31 02 00  60  3.0  4.0   2.1    10    MM  MM 1025.5   7.1   8.4    MM   MM +0.5    MM
